adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,"{'id': 131296, 'name': 'Thor Collection', 'poster_path': '/yw7gr7DhHHVTLlO8Se8uH17TDMA.jpg', 'backdrop_path': '/3KL8UNKFWgIKXzLHjwY0uwgjzYl.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",https://marvel.com/movies/movie/222/thor_ragnarok,284053,tt3501632,en,Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.",57.283628,/avy7IR8UMlIIyE2BPCI4plW4Csc.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2017-10-25,0,0.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Post Production,,Thor: Ragnarok,False,0.0,0
False,"{'id': 284433, 'name': 'Guardians of the Galaxy Collection', 'poster_path': '/iL8mukexAqEg0xK783rG561tdd8.jpg', 'backdrop_path': '/jdyyjulTBU8YUYAUvQFj6U1g2Pj.jpg'}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",http://marvel.com/movies/movie/221/guardians_of_the_galaxy_vol_2,283995,tt3896198,en,Guardians of the Galaxy Vol. 2,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,185.330992,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-04-19,863416141,137.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Obviously.,Guardians of the Galaxy Vol. 2,False,7.6,4858
False,"{'id': 131295, 'name': 'Captain America Collection', 'poster_path': '/2tOgiY533JSFp7OrVlkeRJvsZpI.jpg', 'backdrop_path': '/nZSYqitBkAvmoq5IrsGsSWuhSC8.jpg'}",250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://marvel.com/captainamericapremiere,271110,tt3498820,en,Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",145.882135,/kSBXou5Ac7vEqKd97wotJumyJvU.jpg,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Marvel Studios', 'id': 420}, {'name': 'Walt Disney Studios Motion Pictures', 'id': 3036}, {'name': 'Vita-Ray Dutch Productions (III)', 'id': 84424}, {'name': 'Deluxe Digital Studios', 'id': 84425}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-04-27,1153304495,147.0,"[{'iso_639_1': 'ro', 'name': 'Română'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Divided We Fall,Captain America: Civil War,False,7.1,7462
False,,165000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",http://marvel.com/doctorstrange,284052,tt1211837,en,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",43.847654,/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-10-25,677718395,115.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Open your mind. Change your reality.,Doctor Strange,False,7.1,5880
False,"{'id': 748, 'name': 'X-Men Collection', 'poster_path': '/1Zo4J5SAni8lyXt7NxJwJZ0f0ip.jpg', 'backdrop_path': '/Abnosho2v3bcdvDww6T7Hfeczm1.jpg'}",178000000,"[{'id': 878, 'name': 'Science Fiction'}]",http://www.foxmovies.com/movies/x-men-apocalypse,246655,tt3385516,en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",28.712522,/zSouWWrySXshPCT4t3UKCQGayyo.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Kinberg Genre', 'id': 78091}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-05-18,543934787,144.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Only the strong will survive,X-Men: Apocalypse,False,6.4,4831
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,63591,tt0031442,en,Honolulu,"Movie star Brooks Mason tries to avoid his fans and spend some weeks on vacation. When Hawaiian plantage-owner George Smith is mistaken by Mason's fans for Mason and brought to Mason's home. They decide to change their identities for a few weeks. But George Smith is mobbed by Mason's fans again on a personal appearance tour in New York, Mason falls in love to dancer Dorothy March, who also is on her way to Hawaii. Problems for Mason arise due to the fact that Smith is engaged with Cecilia Grayson, and her wealthy father believes, that Smith has double-crossed him. Mason isn't able to establish a connection with Smith in New York due to his agent's orders.",0.304476,/gL6nY48AwKrX9JW8fZHwixk0a4p.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1939-02-03,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Hundreds of lovely hula girls . . . scores of lilting songs . . . spectacle to make you marvel !,Honolulu,False,0.0,0
False,"{'id': 223926, 'name': 'Impy, the small dinosaur Collection', 'poster_path': '/1PeRZMFnMH3C1NoaSpQoaV1TDHx.jpg', 'backdrop_path': '/byBldukCDG11iVBgNocqm9PfERM.jpg'}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,26497,tt0480082,de,Urmel aus dem Eis,"Impy's Island (German: Urmel aus dem Eis) is a 2006 German computer-animated feature film based on the children's novel Urmal from the Ice Age by Max Kruse. On a magical tropical island, a fun-loving group of misfit animals and people make a marvelous discovery.... a baby dinosaur frozen since prehistoric times! Little Impy, as the call him, is loving his new family and ready to explore the strange new world. but when a king from a faraway country vows to capture the love able baby dino for his private collection, all the inhabitants of Impy's island must join together to save their new friend.",1.772896,/6splTBLY2MTLD9Ac4SvRrYkXiL5.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2006-08-02,0,87.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Impy's Island,False,6.0,13
False,,0,"[{'id': 80, 'name': 'Crime'}]",,86823,tt2017464,ja,ある脅迫,"Koreyoshi Kurahara’s ingeniously plotted, pocket-size noir concerns the intertwined fates of a desperate bank manager, blackmailed for book-cooking, and his resentful but timid underling, passed over for a promotion. The marvelously moody Intimidation (Aru kyouhaku) is an elegantly stripped-down and carefully paced crime drama.",0.345223,/6UApW1VxPUjBRCFBKaKyYPNj69n.jpg,"[{'name': 'Nikkatsu', 'id': 955}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1960-03-23,0,65.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Intimidation,False,7.2,5
False,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",,119569,tt2247732,en,Marvel One-Shot: Item 47,"Benny and Claire, a down on their luck couple find a discarded Chitauri gun, referred to as 'Item 47'...",5.569008,/i8i7xHztK5fb4ZXQ6BhOEwmnpQj.jpg,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-09-13,0,12.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The Avengers Won The Battle, But a Few Items Were Left Behind.",Marvel One-Shot: Item 47,False,6.6,114
False,,0,[],,45148,tt0378357,en,Michael Laudrup - en Fodboldspiller,A stil-life of marvellous Danish footballer Michael Laudrups performance on the Barcelona dreamteam 1989-94.,0.049423,/teTq1gyHCuMA56tY07ZAVdRnoyh.jpg,[],[],1993-10-11,0,70.0,[],Released,,Michael Laudrup: A Football Player,False,6.0,1
False,"{'id': 351231, 'name': 'Hardbodies Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}]",,52736,tt0087385,en,Hardbodies,"Three middle-aged daddies visit California to have a marvelous time at the beach. When they learn that a nice apartment and an expensive cabriolet isn't enough for them to score with the chicks, they employ a student to help them. At first he's as disgusted of them and his job as his girlfriend, but soon they find out how to use the situation to everyone's benefit.",1.645408,/fHODPfElVZqVzRn3kh4W78CWTcU.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Chroma III Productions', 'id': 28398}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-05-04,0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If you don't know what they are, you don't know what you're missing.",Hardbodies,False,5.0,17
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",http://www.hallmarkmoviesandmysteries.com/a-gift-of-miracles,323384,tt4137596,en,A Gift of Miracles,"A pragmatic PhD candidate must let go of her logic when she finds a list of items to give away written by the late mother she never knew. With the encouragement of her enthusiastic new mentor, she attempts to return everything on the list and begins to encounter unexplainable coincidences that lead her to understand the world’s smallest marvels have the greatest meaning.",0.929781,/hzAEqc0BKGWfw1TdtgjR0l45L3V.jpg,"[{'name': 'Johnson Production Group', 'id': 5225}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2015-02-15,0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Gift of Miracles,False,5.9,15
False,,0,"[{'id': 16, 'name': 'Animation'}]",,26807,tt0346900,ab,Dragon Hill. La colina del dragón,Dragon Hill is a marvelous world where all dragons live and people from other times and places arrive from different reasons.,0.084604,/kzKVdltVXv1kiJiJOvXqVXMrzXb.jpg,"[{'name': 'Milimetros Feature Animation', 'id': 4590}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2002-12-20,0,80.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Dragon Hill,True,5.5,2
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,14613,tt1259998,en,Next Avengers: Heroes of Tomorrow,The children of the Avengers hone their powers and go head to head with the very enemy responsible for their parents' demise.,4.467383,/s3XzOPDrJOngUDXpaC4kLtp1ASr.jpg,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-02,3800000,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The children of heroes past are our only hope for the future!,Next Avengers: Heroes of Tomorrow,False,6.3,44
False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",http://marvel-movies.wikia.com/wiki/Iron_Man_%26_Captain_America:_Heroes_United,284274,tt3911200,en,Iron Man & Captain America: Heroes United,"Iron Man and Captain America battle to keep the Red Skull and his triggerman, Taskmaster, from unleashing an army of Hydra Brutes on the world!  Sequel to the film ""Iron Man &amp; Hulk: Heroes United"" and feature Iron Man teaming up with Captain America, it comes to accompany the live-action film ""Captain America: The Winter Soldier"".",3.838554,/5li3ZIIPrjb6bmSFy7wp6J0Z8no.jpg,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-07-29,0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Iron Man and Captain America team up in groundbreaking Marvel CG Animation.,Iron Man & Captain America: Heroes United,False,5.8,21
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",http://marvel.com/movies/movie/184/marvels_iron_man_hulk_heroes_united,230896,tt3221698,en,Iron Man & Hulk: Heroes United,"The Invincible Iron Man and the Incredible Hulk must join forces to save the Earth from its greatest threat yet! When two Hydra scientists try to supercharge a Stark Arc Reactor with Hulk's Gamma Energy, they unleash a being of pure electricity called Zzzax - and he's hungry for destruction. Together, Iron Man and Hulk are the only force that stands in the way of the Zzzax's planetary blackout. But first, the super heroic duo will have to get through snarling Wendigos, deadly robots and the scaly powerhouse, Abomination.  Can two of Marvel's mightiest heroes find a way to work together without smashing each other before time runs out?",4.704713,/4vPNRJtPjtg7WB6G37ZoQ8dFIjE.jpg,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-12-03,0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Iron Man and the Hulk team up in groundbreaking Marvel CG Animation.,Iron Man & Hulk: Heroes United,False,5.4,48
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",,40483,tt0073922,en,"You're a Good Sport, Charlie Brown","A motorcross, a race of motorbikes through a series of obstacles, provides the occasion for Charlie Brown's latest attempt to win at something. He selects Linus as his pit crew and goes to a store to select a bike, and due to insufficient funds, he must settle for a tiny, run-down putt-putt. The majority of Charlie's opponents are eliminated in the race, and Charlie, wearing a makeshift helmet carved from a pumpkin, finds himself in close competition with his friend, tomboy Peppermint Patty, and the Masked Marvel (a.k.a. Snoopy, Charlie's dog).",0.004425,/eThpZRoaypddRm1rTw1LEa2QrzI.jpg,[],[],1975-10-28,0,24.0,[],Released,,"You're a Good Sport, Charlie Brown",False,6.8,4
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",,372631,tt5272052,en,Marvel Super Hero Adventures: Frost Fight!,"The holiday season gets extra chilly as Loki and the frost giant Ymir plot to conquer the world. Marvel heroes Iron Man, Captain America, Hulk, Thor and others must stop the villains from stealing Santa's power – if anyone can actually find the mysterious Mr. Claus. Fortunately, Rocket Raccoon and Groot are also hot on Santa's trail. Heroes, villains, elves and cosmic bounty hunters collide in an epic quest that leaves the fate of the holiday and the world in the balance.",1.093779,/uEf4zc3yVZP0B1BBP4Ku1oTqJ0X.jpg,[],[],2015-12-15,0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Marvel Super Hero Adventures: Frost Fight!,False,7.1,5
False,,50000,"[{'id': 99, 'name': 'Documentary'}]",,250902,tt2294916,en,The Image Revolution,"Twenty years ago, seven superstar artists left Marvel Comics to create their own company, Image Comics, a company that continues to influence mainstream comics and pop culture to this day. Image began as more than just a publisher - it was a response to years of creator mistreatment, and changed comics forever. The Image Revolution tells the story of Image Comics, from its founders' work at Marvel, through Image's early success, company difficulties during the comics market implosion, and ultimately the publisher's new generation of properties like The Walking Dead. Filled with colorful characters, the film is a clarion call to artists to take control of their destiny.",0.673775,/cM54OfO87jStyYCX98OtY0gpP1b.jpg,"[{'name': 'Respect Films', 'id': 15287}, {'name': 'Sequart', 'id': 15288}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-11-21,0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Image Revolution,False,5.7,3
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,195653,tt0310118,en,Scene from the Elevator Ascending Eiffel Tower,"“A marvelously clear picture taken from the top of the elevator of the Eiffel Tower during going up and coming down of the car. This wonderful tower is 1,000 feet in height, and the picture produces a most sensational effect. As the camera leaves the ground and rises to the top of the tower, the enormous white city opens out to the view of the astonished spectator. Arriving at the top of the tower, a bird's eye view of the Exposition looking toward the Trocadero, and also toward the Palace of Electricity, is made, and the camera begins its descent. The entire trip is shown on a 200-foot film. 30.00. We furnish the ascent in 125 foot film.” (Edison film catalog)",0.071815,/dxtWiUBLhGFwwMkQeE3tM3bnyHR.jpg,"[{'name': 'Edison Manufacturing Company', 'id': 18758}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1900-08-21,0,2.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Scene from the Elevator Ascending Eiffel Tower,False,6.5,2
False,,500000,"[{'id': 27, 'name': 'Horror'}]",,15978,tt0443594,hi,Naina,"On a day of solar eclipse, five year old, Naina, loses her eyesight and her parents in a road accident in London. Twenty years later, she is bestowed with the gift of sight thanks to the marvels of modern science. Her period of darkness is over; or is it? A horrifying period of darkness begins. What is this curse that has been upon her? Will she ever be able to escape it? Will this extraordinary s",0.465984,/fdik1HmhrmVxu283dzecRLGN5wb.jpg,"[{'name': 'iDream Productions', 'id': 3866}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2005-05-20,0,103.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Naina,False,3.4,5
False,,0,"[{'id': 10402, 'name': 'Music'}]",,180695,tt0420077,en,Pokój saren,"Bound to a suffocating existence, a young man embarks on a marvelous journey of the imagination, transforming ordinary details of his room into fantastic images of natural beauty, where the cycles of life mysteriously play themselves out.",0.313359,/gxvjwqvWX0YvInPsdyOZTXPdsNG.jpg,[],[],1997-06-14,0,90.0,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,The Roe's Room,False,5.0,3
False,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",,19759,tt0052374,cs,Vynález zkázy,"This marvelous film from Czech master animator Karel Zeman is a partial adaptation of the Jules Verne novel ""Facing the Flag."" The story treads the well-worn path of world domination as attempted by a piratical mastermind, who uses a morally myopic scientist's high explosive.",1.53134,/5xpfFn74lyHrtAyQEkxuDGoKdZh.jpg,"[{'name': 'Ceskoslovenský Státní Film', 'id': 2502}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",1958-08-21,0,83.0,"[{'iso_639_1': 'cs', 'name': 'Český'}]",Released,Fantastic Pedal Blimps Fly The Skies! - Four-Footed Machines In Incredible Sea Battle!,The Fabulous World of Jules Verne,False,6.4,14
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,413279,tt6016776,en,Team Thor,Discover what Thor was up to during the events of Captain America: Civil War.,5.647799,/wVzmQEd17eylg0bG5RPwqF18Dx7.jpg,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-08-28,0,3.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Team Thor,False,7.5,93
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}]",,253980,tt3438640,en,Marvel One-Shot: All Hail the King,A documentary filmmaker interviews the now-famous Trevor Slattery from behind bars.,5.708815,/9D2ieo8f9sZdLFY7XjXp73PI7zL.jpg,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-02-04,0,14.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Toast of Croydon is Back.,Marvel One-Shot: All Hail the King,False,7.0,102
False,,500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",,76122,tt2011118,en,Marvel One-Shot: The Consultant,"Agent Coulson informs Agent Sitwell that the World Security Council wishes Emil Blonsky to be released from prison to join the Avengers Initiative. As Nick Fury doesn't want to release Blonsky, the two agents decide to send a patsy to sabotage the meeting...",4.964486,/wapyjRnRvbPG4x3YjEAUQ7dGc9a.jpg,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-09-12,0,4.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Marvel One-Shot: The Consultant,False,6.6,108
False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://abc.go.com/shows/movies-and-specials/listings/marvel-75-years-from-pulp-to-pop,299969,tt4128102,en,"Marvel: 75 Years, From Pulp to Pop!","In celebration of the publisher's 75th anniversary, the hour-long special will take a detailed look at the company's journey from fledgling comics publisher to multi-media juggernaut. Hosted by Emily VanCamp (S.H.I.E.L.D. Agent Sharon Carter), the documentary-style feature will include interviews with comic book icons, pop culture authorities, and Hollywood stars.  The special also promises an ""extraordinary peek into Marvel's future!"" Might Marvel release the first official footage from next year's Avengers: Age of Ultron or Ant-Man? If they do, you'll know about it here.",6.729792,/g716rAncfsYzny2eZoxX8txjdRw.jpg,"[{'name': 'Marvel Studios', 'id': 420}, {'name': 'Bow and Arrow Entertainment', 'id': 37432}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-11-04,0,41.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"Marvel: 75 Years, From Pulp to Pop!",False,7.7,22
False,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 99, 'name': 'Documentary'}]",,259910,tt3591568,en,Marvel Studios: Assembling a Universe,"A look at the story behind Marvel Studios and the Marvel Cinematic Universe, featuring interviews and behind-the-scenes footage from all of the Marvel films, the Marvel One-Shots and ""Marvel's Agents of S.H.I.E.L.D.""",7.33781,/5LLBKBH4udb0wJveefs1acQ2pW9.jpg,"[{'name': 'Marvel Studios', 'id': 420}, {'name': 'ABC Studios', 'id': 19366}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-03-18,0,43.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,-,Marvel Studios: Assembling a Universe,False,6.6,44
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,36123,tt1020876,en,Under the Sea 3D,"Imagine a world of incredible color and beauty. Of crabs wearing jellyfish for hats. Of fish disguised as frogs, stones and shag carpets. Of a kaleidoscope of life dancing and weaving, floating and darting in an underwater wonderland. Now, go explore it! Howard Hall and his filmmaking team, who brought you Deep Sea and Into the Deep, take you into tropical waters alive with adventure: the Great Barrier Reef and other South Pacific realms. Narrated by Jim Carrey and featuring astonishing camerawork, this amazing film brings you face to fin with Nature's marvels, from the terrible grandeur (and terrible teeth) of a Great White to the comic antics of a lovestruck cuttlefish. Excitement and fun run deep Under the Sea!",2.286995,/sjpiI96sJvas7fdrtHOM9QFTqmF.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Imax Filmed Entertainment', 'id': 7411}, {'name': 'Howard Hall Productions', 'id': 34667}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-02-13,0,41.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A world beyond imagination.,Under the Sea 3D,False,6.8,21
False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://kylekinane.vhx.tv/,320892,tt3973036,en,Kyle Kinane: I Liked His Old Stuff Better,"Filmed at the historic 40 Watt Club in Athens, Georgia, Kyle Kinane's new special delivers wonderfully grim anecdotes filtered through his own optimistic lens. In ""I Liked His Old Stuff Better"" Kinane chooses to marvel rather than rue such experiences as falling in the shower and receiving pickled eggs as a token of love. It is his second special for Comedy Central.",0.229202,/sRp00eLbIOLisEobo5fFhWTo4nq.jpg,"[{'name': 'Thank You, Brain! Productions', 'id': 44739}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-01-23,0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Kyle Kinane: I Liked His Old Stuff Better,False,9.0,2
False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",,43641,tt1701223,en,Superman/Shazam!: The Return of Black Adam,"Chosen the world’s protector against the Seven Deadly Enemies of Man – pride, envy, greed, hatred, selfishness, laziness and injustice – young Billy Batson accepts his destiny as Captain Marvel. Battling alongside Superman against nefarious Black Adam, Billy soon discovers the challenge super heroes ultimately face: is it revenge or justice?",3.566333,/b6NWMr2oVc8Ajpm1N0nceoK1Pae.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Premiere', 'id': 4811}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-11-09,0,25.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,We fight for those you can't fight for themselves!,Superman/Shazam!: The Return of Black Adam,False,7.1,77
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",,211387,tt3067038,en,Marvel One-Shot: Agent Carter,"The film takes place one year after the events of Captain America: The First Avenger, in which Agent Carter, a member of the Strategic Scientific Reserve, is in search of the mysterious Zodiac.",5.847531,/eiw4sh6ieAVuJq6E1bSHQkZPfwm.jpg,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-09-08,0,15.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In an all-new Captain America adventure,Marvel One-Shot: Agent Carter,False,7.5,183
False,,500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",,76535,tt2011109,en,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,Agent Coulson stops at a convenience store and deals with a coincidental robbery during his visit.,4.591036,/5uGaqAnt0RQ87uKy8UlRDNrL2jY.jpg,"[{'name': 'Marvel Studios', 'id': 420}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-10-25,0,4.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,False,7.0,72
False,"{'id': 453993, 'name': 'The Wolverine Collection', 'poster_path': '/8Ht4a5A5Ypxh0PjbVoRTzm1kAu3.jpg', 'backdrop_path': '/QtSxEuCwcZSfCTMZfER3nHDVsG.jpg'}",97000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.foxmovies.com/movies/logan,263115,tt3315342,en,Logan,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",54.581997,/gGBu0hKw9BGddG8RkRAMX7B6NDB.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': 'TSG Entertainment', 'id': 22213}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-02-28,616801808,137.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,His time has come,Logan,False,7.6,6310
